Student_ID,Gender,Age,Study_Hours_Per_Day,Attendance_Percentage,Previous_Exam_Score,Assignments_Completed,Sleep_Hours,Internet_Usage_Hours,Social_Media_Hours,Extra_Curricular,Family_Income,Parental_Education,Distance_From_College_km,Class_Participation,Stress_Level,Final_Exam_Score
1228,Female,19,6.7,97.1,46.5,8,4.7,3.5,4.0,No,High,High School,6.2,9,8,63.6
1229,Male,20,2.9,56.8,95.2,10,6.2,6.3,2.3,No,Low,Postgraduate,6.4,5,9,56.4
1230,Male,20,4.8,97.3,85.0,3,5.1,1.6,0.8,No,High,Postgraduate,13.1,9,8,70.4
1231,Male,19,7.4,82.6,77.2,2,6.5,1.3,5.9,No,Low,Postgraduate,29.2,5,1,75.9
1232,Female,23,5.1,86.3,46.2,10,7.8,7.3,1.2,No,Low,High School,17.2,2,3,54.7
1233,Female,20,1.9,56.0,89.0,4,5.1,3.6,2.9,Yes,High,Postgraduate,1.0,6,5,48.8
1234,Female,22,4.5,63.8,96.5,9,5.9,7.1,5.9,Yes,Medium,Graduate,1.6,5,9,63.7
1235,Female,24,1.7,93.7,73.7,12,7.9,5.8,1.0,No,High,Postgraduate,27.2,6,4,61.1
1236,Male,19,3.5,83.6,48.2,19,7.8,3.9,2.2,No,High,High School,1.5,8,8,60.9
1237,Female,18,1.1,73.0,69.2,4,8.1,1.9,4.8,Yes,Medium,Graduate,7.3,10,3,45.4
1238,Female,19,1.6,69.3,82.7,18,6.3,4.1,3.5,Yes,Medium,Graduate,3.2,3,7,51.2
1239,Male,17,5.5,83.1,36.7,17,6.0,2.4,5.2,No,High,Postgraduate,25.7,4,9,60.3
1240,Female,18,2.2,93.5,39.0,20,4.9,7.0,1.1,No,High,High School,26.2,3,2,54.5
1241,Male,23,4.6,79.1,97.5,9,8.5,1.7,4.3,No,Medium,High School,25.3,9,6,70.6
1242,Female,22,5.6,56.9,59.5,18,8.7,7.4,3.7,No,High,Graduate,9.2,9,8,66.1
1243,Female,19,7.0,88.7,83.8,3,7.2,6.1,1.9,Yes,Low,High School,6.3,3,2,74.0
1244,Male,18,2.8,57.9,52.9,19,5.6,2.5,6.8,No,High,Graduate,5.4,5,8,53.7
1245,Male,17,6.2,81.5,72.4,19,5.7,5.8,1.1,Yes,Low,Graduate,13.2,3,9,73.8
1246,Female,20,0.7,86.0,45.6,0,4.8,3.4,1.8,Yes,Low,Graduate,19.3,3,9,22.6
1247,Female,19,2.9,63.1,50.4,16,8.5,4.8,0.5,Yes,Low,Graduate,12.5,6,9,51.2
1248,Female,20,5.7,62.4,63.8,13,8.7,7.0,1.7,Yes,Medium,Graduate,27.1,9,4,75.0
1249,Male,20,1.1,70.1,42.2,20,8.8,7.4,5.4,No,High,Graduate,29.0,7,3,50.2
1250,Male,22,1.3,98.8,47.0,16,8.1,2.4,2.0,Yes,Medium,Postgraduate,18.4,10,3,55.5
1251,Female,19,6.9,78.8,55.5,0,6.3,7.3,3.7,Yes,High,Postgraduate,16.2,2,1,59.2
1252,Male,22,6.9,91.6,50.6,2,7.3,4.3,3.4,No,High,Postgraduate,19.7,7,2,67.2
1253,Female,23,4.6,68.5,76.6,5,7.8,1.1,5.2,Yes,High,Graduate,17.7,3,7,51.4
1254,Female,23,1.2,69.6,47.9,19,6.8,5.0,6.7,Yes,Medium,Postgraduate,9.6,6,6,44.0
1255,Female,18,1.5,93.8,36.4,8,7.3,2.0,4.5,No,High,Postgraduate,12.5,7,10,42.5
1256,Female,23,0.7,55.2,84.3,14,5.9,5.8,2.2,No,Low,Postgraduate,6.6,6,10,48.8
1257,Male,23,5.1,77.7,54.0,13,6.6,3.0,3.5,No,High,Postgraduate,1.8,6,4,64.0
1258,Male,19,2.7,55.4,73.1,20,6.8,3.8,0.6,No,Low,Graduate,2.1,3,2,64.5
1259,Male,17,3.5,79.9,91.8,0,8.3,2.3,4.0,Yes,High,High School,10.6,5,6,54.4
1260,Male,17,2.8,91.7,69.7,19,7.2,4.3,5.9,Yes,Medium,Graduate,27.5,2,9,54.5
1261,Male,22,0.9,64.6,77.8,12,7.9,3.8,4.3,No,Medium,High School,17.2,10,6,54.6
1262,Female,17,6.3,63.6,62.6,17,7.5,7.3,2.4,Yes,High,Graduate,5.7,8,10,64.9
1263,Female,21,7.1,91.2,37.0,20,7.9,4.0,6.3,No,Low,Postgraduate,18.3,2,1,71.6
1264,Male,23,0.8,76.8,76.9,13,7.0,7.5,5.8,Yes,Low,High School,10.4,6,3,51.1
1265,Female,20,3.1,81.9,90.0,4,5.9,4.0,1.7,Yes,High,Postgraduate,20.1,3,2,59.1
1266,Female,22,3.8,56.3,66.4,15,8.6,3.1,2.4,Yes,Low,High School,16.5,6,6,59.8
1267,Male,23,2.8,77.0,40.2,4,5.8,6.1,1.9,Yes,High,High School,28.4,3,10,28.6
1268,Female,20,7.5,58.1,80.2,15,5.6,6.5,1.4,No,High,Graduate,21.7,8,8,75.3
1269,Female,24,2.9,69.6,46.4,9,5.3,6.9,1.4,No,High,High School,14.0,6,2,49.7
1270,Female,20,0.9,96.2,68.3,20,4.7,3.2,1.1,No,High,High School,11.3,8,8,56.3
1271,Female,20,1.6,74.7,68.3,9,5.0,6.5,3.5,No,Medium,Postgraduate,6.9,6,10,41.1
1272,Male,23,3.0,77.0,68.7,7,5.4,4.7,3.2,Yes,High,Graduate,15.7,2,4,47.3
1273,Female,19,7.2,91.5,70.1,11,8.1,4.4,3.6,No,High,High School,10.1,1,5,75.2
1274,Male,22,1.4,86.1,60.7,6,8.7,6.1,3.6,No,High,Graduate,6.5,9,1,49.5
1275,Female,20,2.6,72.2,40.5,15,6.5,3.7,1.6,Yes,Medium,High School,18.0,7,10,50.5
1276,Male,17,4.8,95.0,74.6,13,5.7,7.3,0.8,Yes,Low,Postgraduate,18.3,10,10,71.7
1277,Female,21,3.1,65.3,36.1,7,8.2,5.8,2.7,No,Low,Postgraduate,9.5,2,2,41.8
1278,Female,19,2.6,97.2,83.9,9,7.3,7.6,6.0,No,Medium,Graduate,19.4,10,8,62.6
1279,Female,18,4.8,88.9,43.0,16,7.8,6.9,0.8,Yes,Medium,Postgraduate,16.7,3,2,63.4
1280,Female,22,5.3,95.8,63.5,2,6.6,7.5,5.4,Yes,Medium,High School,13.3,9,5,67.6
1281,Female,23,6.2,62.2,97.7,16,5.0,2.3,1.9,Yes,Low,Postgraduate,8.1,1,4,75.6
1282,Male,18,7.9,77.1,68.9,8,8.8,3.4,0.6,No,Medium,Postgraduate,2.4,1,10,65.3
1283,Male,24,2.9,80.2,61.8,13,7.1,2.5,5.6,Yes,High,Graduate,6.7,2,6,52.7
1284,Female,21,5.6,55.9,81.9,3,7.1,6.5,1.0,Yes,High,Graduate,11.1,4,9,50.4
1285,Female,17,2.3,74.2,71.2,16,6.0,4.7,1.2,Yes,Medium,High School,21.7,9,2,61.4
1286,Female,23,2.0,58.1,56.6,16,6.7,3.7,3.1,Yes,Low,Graduate,8.0,8,2,53.7
1287,Female,24,5.1,86.7,74.5,17,5.9,7.1,5.4,Yes,Low,Postgraduate,10.7,7,2,77.1
1288,Female,17,3.4,71.9,71.8,18,5.3,3.4,6.2,Yes,High,High School,14.7,2,7,54.4
1289,Female,19,1.9,56.3,45.0,19,6.4,6.4,3.0,Yes,Medium,Graduate,8.4,1,6,46.6
1290,Female,23,6.6,85.7,39.8,3,7.3,5.9,6.7,No,Low,Graduate,28.9,6,4,56.2
1291,Male,18,0.8,85.1,69.5,4,6.7,2.5,2.2,No,High,Graduate,20.6,8,7,40.7
1292,Female,24,3.9,78.8,71.5,18,5.9,2.5,0.6,No,Medium,Postgraduate,22.9,7,10,67.2
1293,Female,22,7.4,93.7,74.5,0,7.1,2.2,4.0,No,Low,Postgraduate,7.9,5,10,63.9
1294,Female,18,6.7,69.8,82.2,14,5.1,4.4,3.4,Yes,Medium,Graduate,23.5,4,1,81.0
1295,Female,24,6.2,56.6,54.2,6,7.2,6.3,6.4,No,High,High School,22.2,9,8,54.2
1296,Male,22,2.1,67.8,64.9,0,8.2,1.7,5.2,Yes,High,Postgraduate,26.3,10,1,50.5
1297,Male,20,7.8,63.4,43.0,4,6.1,6.5,6.8,Yes,High,High School,22.0,5,2,63.2
1298,Male,19,3.2,75.8,35.5,8,4.8,1.4,5.0,No,Medium,High School,25.4,10,5,45.3
1299,Female,17,5.3,57.7,65.4,19,5.9,7.7,6.5,No,Low,Postgraduate,12.3,3,5,64.8
1300,Male,21,2.4,97.0,60.6,5,5.3,1.5,3.7,Yes,Low,Graduate,3.9,5,3,48.4
1301,Male,23,4.5,83.0,37.2,9,6.2,4.0,5.0,No,High,Postgraduate,5.9,4,1,55.1
1302,Female,20,7.5,61.8,37.2,19,6.0,6.5,3.0,No,High,Postgraduate,1.9,7,3,70.9
1303,Female,20,3.0,76.4,54.7,1,4.9,2.7,2.7,No,Low,High School,22.8,10,1,48.1
1304,Female,24,0.8,75.3,45.1,3,5.4,6.7,4.2,Yes,Low,High School,1.7,9,8,37.8
1305,Male,24,6.7,69.2,93.1,8,7.8,6.5,7.0,Yes,Medium,Graduate,9.9,2,10,59.8
1306,Male,23,3.6,99.2,44.1,7,7.9,3.1,5.6,Yes,Low,Graduate,6.3,3,3,49.4
1307,Male,20,7.3,67.1,40.2,0,7.1,3.1,5.9,Yes,Medium,Postgraduate,19.1,8,3,57.7
1308,Male,21,2.9,65.1,43.2,13,4.9,4.3,5.8,No,High,Graduate,17.9,9,1,60.2
1309,Male,19,3.1,72.2,43.3,3,7.1,1.8,6.7,No,High,Graduate,29.8,9,10,43.0
1310,Female,23,5.8,88.0,85.5,13,5.6,4.9,5.6,Yes,Low,Postgraduate,16.2,9,7,74.1
1311,Female,21,2.8,66.6,67.2,7,6.5,5.6,6.8,Yes,Low,Graduate,9.7,10,2,57.4
1312,Male,20,0.9,80.7,80.7,16,8.7,6.4,6.6,No,Low,Graduate,16.7,4,7,51.7
1313,Female,19,4.3,67.2,94.5,1,6.8,1.8,4.2,Yes,High,High School,5.9,9,7,58.7
1314,Male,17,8.0,64.0,80.8,4,8.4,3.5,2.6,No,Low,Graduate,22.6,4,4,66.8
1315,Male,23,8.0,75.4,72.4,19,4.5,4.6,4.2,Yes,Low,Postgraduate,28.7,10,2,89.4
1316,Female,17,6.9,72.3,82.4,20,5.2,2.6,5.0,No,Low,Postgraduate,24.1,4,8,80.5
1317,Male,17,3.0,79.4,88.1,2,8.7,7.1,4.1,Yes,High,Postgraduate,15.9,8,5,56.3
1318,Female,18,5.6,66.2,42.5,3,7.8,2.7,3.4,No,High,Graduate,10.6,2,9,46.4
1319,Female,20,1.6,80.8,85.7,4,8.9,2.3,2.2,No,Medium,Graduate,1.9,1,2,46.5
1320,Male,18,2.9,97.5,73.3,8,5.8,7.2,2.3,Yes,High,High School,8.7,7,7,57.6
1321,Female,17,5.3,55.7,43.8,17,8.6,5.8,1.5,Yes,Medium,High School,2.0,3,4,59.2
1322,Male,20,3.1,94.9,66.3,10,8.6,4.3,5.6,No,Medium,High School,1.2,6,4,58.5
1323,Male,19,1.2,82.9,97.5,17,8.8,4.9,2.7,No,Medium,Postgraduate,1.5,9,2,73.0
1324,Male,18,5.5,95.2,42.2,1,4.8,5.2,1.9,Yes,High,High School,16.1,5,7,49.6
1325,Male,17,3.9,56.3,80.6,5,5.4,7.3,4.2,No,High,Postgraduate,11.9,7,2,58.1
1326,Male,21,4.2,74.3,82.3,7,8.8,6.4,5.2,Yes,Low,Graduate,13.1,5,5,58.8
1327,Male,21,2.1,83.5,59.1,0,5.0,1.6,2.0,No,Low,Graduate,7.8,6,8,40.5
1328,Male,23,4.7,74.0,65.9,13,6.9,2.1,2.6,No,Low,Postgraduate,12.4,2,3,65.6
1329,Female,24,3.6,91.4,93.9,12,8.8,7.0,2.3,No,High,Graduate,14.7,2,10,63.9
1330,Female,21,6.7,84.8,71.4,20,5.4,1.1,3.2,Yes,Low,High School,10.1,2,9,71.8
1331,Female,21,2.5,64.4,38.4,13,8.5,6.3,4.1,No,Low,Graduate,8.4,2,3,39.4
1332,Female,20,6.4,55.8,60.2,8,8.1,5.5,1.1,Yes,High,High School,14.4,2,2,62.9
1333,Female,23,0.5,85.1,49.7,7,6.0,5.1,2.4,Yes,Medium,Graduate,8.5,9,3,47.4
1334,Female,18,6.3,70.6,41.2,3,9.0,2.3,1.5,Yes,Low,High School,4.4,6,5,52.1
1335,Female,17,3.5,69.0,81.9,16,6.4,6.8,2.1,Yes,Low,High School,2.8,3,2,68.0
1336,Male,20,5.7,59.7,63.1,18,7.3,7.4,0.8,No,Medium,High School,8.0,2,5,60.8
1337,Male,22,6.1,77.3,41.2,14,7.9,4.9,0.8,Yes,High,Postgraduate,8.5,2,7,62.2
1338,Female,22,4.9,67.8,96.6,14,8.2,3.3,2.9,Yes,Medium,Postgraduate,5.8,1,2,67.2
1339,Female,17,1.4,76.3,45.5,16,7.5,6.9,3.9,Yes,Medium,High School,28.4,1,8,35.5
1340,Female,21,1.3,56.2,78.5,3,8.0,4.3,5.9,No,Medium,High School,16.5,3,4,39.9
1341,Female,22,4.1,92.7,37.5,13,7.0,1.7,6.4,No,High,High School,1.4,3,5,53.0
1342,Female,23,5.4,85.1,53.5,4,5.5,3.8,1.7,No,Medium,Graduate,12.6,2,7,52.1
1343,Male,18,4.0,72.5,62.9,11,4.8,5.3,1.3,No,Low,Postgraduate,4.3,10,6,64.0
1344,Female,19,3.5,68.4,44.1,2,4.5,7.5,1.9,No,Low,Postgraduate,22.7,6,1,51.1
1345,Male,23,1.3,79.2,49.0,4,5.8,7.0,3.8,Yes,Low,Graduate,25.9,4,1,35.8
1346,Female,20,0.9,59.5,92.4,12,6.6,3.6,5.7,Yes,High,Postgraduate,26.0,9,7,55.1
1347,Male,24,2.2,79.7,40.9,10,4.6,1.8,5.4,No,Low,Graduate,14.7,8,7,41.7
1348,Male,20,4.6,69.4,83.2,3,5.1,6.4,6.4,No,High,Graduate,15.7,8,6,61.8
1349,Male,19,3.1,66.7,58.7,20,4.7,5.7,4.4,No,Medium,Graduate,23.0,3,4,59.9
1350,Male,24,6.8,71.6,52.7,14,6.6,1.3,0.9,Yes,Medium,Graduate,24.4,2,1,69.7
1351,Male,17,6.2,76.6,97.7,7,6.7,6.1,1.9,Yes,Medium,Graduate,24.8,8,6,74.6
1352,Female,23,6.8,77.6,55.4,14,7.5,3.7,1.6,Yes,Medium,High School,17.1,3,6,65.2
1353,Male,20,6.8,99.9,63.3,13,5.6,1.1,4.7,No,Low,Postgraduate,16.9,7,4,75.9
1354,Female,17,7.4,76.4,78.6,11,7.2,2.5,3.9,No,High,Postgraduate,29.8,9,8,79.8
1355,Male,24,4.9,65.5,38.6,10,8.0,6.4,2.2,Yes,High,Graduate,22.5,6,1,60.2
1356,Female,24,7.7,69.7,88.8,13,8.8,6.4,2.5,No,High,Graduate,11.0,6,7,80.5
1357,Female,19,1.7,93.3,72.0,0,5.6,6.5,2.2,No,High,High School,6.2,3,8,36.0
1358,Male,24,5.8,62.9,75.5,15,5.0,6.3,5.9,Yes,Medium,High School,2.7,6,8,66.2
1359,Male,18,2.7,82.8,69.2,3,5.8,6.9,3.1,No,High,High School,7.0,9,4,50.0
1360,Female,19,6.9,63.1,36.9,5,7.9,8.0,6.9,No,Medium,Graduate,25.0,9,1,58.8
1361,Male,24,1.0,79.6,89.7,14,6.6,7.2,0.6,Yes,Medium,Postgraduate,1.3,4,2,57.8
1362,Male,24,0.7,81.2,48.1,13,8.3,2.3,6.5,Yes,High,Graduate,23.7,7,10,35.6
1363,Female,22,3.7,65.9,70.0,17,5.5,4.9,5.3,Yes,High,Postgraduate,7.4,6,5,58.7
1364,Male,22,5.0,60.7,79.1,15,5.3,7.0,1.5,Yes,Medium,Postgraduate,24.7,10,2,80.4
1365,Female,20,0.9,92.4,80.3,14,6.3,3.3,1.6,No,Medium,Postgraduate,22.7,3,9,50.6
1366,Female,17,4.9,56.1,80.5,16,8.4,4.0,5.8,Yes,Low,Postgraduate,1.3,7,8,70.9
1367,Male,17,5.9,59.6,95.5,5,7.2,2.2,5.5,No,Medium,Postgraduate,17.6,6,5,71.2
1368,Male,19,0.8,65.1,91.6,11,8.8,2.7,1.6,No,High,Graduate,11.0,3,4,48.4
1369,Female,20,7.8,60.1,90.7,7,9.0,3.0,5.7,Yes,Low,High School,26.4,1,4,74.4
1370,Male,18,2.7,66.1,92.9,18,6.4,1.1,4.0,Yes,Medium,Graduate,3.6,6,10,64.1
1371,Male,19,7.1,57.6,84.1,19,6.3,7.4,4.5,Yes,Medium,Graduate,6.7,10,3,93.7
1372,Female,22,4.1,68.9,58.4,5,4.8,1.1,1.7,Yes,High,High School,6.2,5,2,54.2
1373,Female,21,3.8,86.6,41.3,11,5.5,3.8,6.6,No,Low,High School,21.3,5,8,46.6
1374,Male,21,7.2,74.2,63.3,7,4.6,5.0,1.5,Yes,Low,High School,21.4,9,5,70.2
1375,Male,21,1.0,86.1,89.2,11,4.5,1.7,1.9,Yes,High,High School,16.0,3,2,55.8
1376,Male,20,3.8,96.3,64.0,4,5.7,5.2,1.3,No,High,Postgraduate,10.3,5,3,54.0
1377,Male,20,7.5,90.6,72.2,0,5.9,4.8,3.7,Yes,Low,Postgraduate,18.1,7,8,69.0
1378,Female,17,4.7,70.9,57.6,19,8.7,2.2,3.5,No,High,Postgraduate,23.8,9,5,75.6
1379,Male,17,3.2,78.7,47.1,17,5.3,6.4,5.0,No,Medium,Graduate,4.6,8,3,60.5
1380,Female,19,4.9,62.6,54.2,6,8.4,5.5,2.6,Yes,Low,High School,26.2,6,2,60.3
1381,Male,21,0.6,59.8,46.6,20,6.3,6.3,6.9,Yes,High,High School,3.6,8,3,49.1
1382,Female,23,7.6,90.7,50.5,8,4.9,5.0,1.6,Yes,High,Graduate,2.2,1,1,70.1
1383,Female,21,3.6,55.0,92.9,10,8.2,1.4,4.3,Yes,Low,Postgraduate,7.7,7,4,60.7
1384,Female,18,1.1,88.2,40.3,7,5.6,6.3,4.0,Yes,High,High School,12.1,3,3,35.0
1385,Female,17,0.5,57.1,95.8,16,5.1,4.4,0.7,No,Medium,High School,12.3,7,5,55.1
1386,Female,23,2.1,78.7,94.2,0,4.6,3.3,3.5,Yes,Low,Postgraduate,4.2,4,5,47.0
1387,Female,19,7.9,94.9,84.5,3,4.6,7.6,4.5,Yes,High,High School,12.3,5,2,83.8
1388,Female,17,2.6,91.8,42.3,6,6.6,4.2,4.8,No,High,High School,23.9,7,9,41.2
1389,Female,17,5.0,63.1,96.4,8,8.5,6.7,3.6,Yes,Medium,Postgraduate,18.8,6,2,71.7
1390,Male,20,1.9,68.5,46.5,5,5.8,2.5,2.5,No,Medium,Graduate,23.6,5,2,44.3
1391,Female,20,6.5,77.5,59.5,8,6.5,6.3,0.6,No,Low,Graduate,17.2,6,5,69.5
1392,Male,22,0.8,86.0,45.9,16,6.5,5.9,0.9,No,Medium,Postgraduate,28.4,1,1,47.1
1393,Female,18,1.8,72.6,52.5,10,8.0,5.2,5.9,No,High,Graduate,2.4,1,10,36.0
1394,Female,17,4.2,84.1,60.9,3,5.8,4.2,6.7,No,High,Graduate,3.4,9,5,53.7
1395,Female,20,6.1,92.9,95.7,11,8.5,2.8,3.2,No,High,High School,11.7,8,3,87.1
1396,Male,18,2.7,86.2,67.7,16,7.9,5.0,6.6,Yes,High,Graduate,10.7,3,8,52.9
1397,Male,20,5.7,84.2,87.8,12,4.6,7.8,2.9,Yes,Medium,Graduate,27.5,7,1,79.3
1398,Male,19,4.9,66.1,36.7,15,7.4,5.7,0.6,Yes,High,High School,13.2,7,8,57.9
1399,Female,22,7.2,76.4,71.2,8,8.0,5.3,5.5,Yes,High,Graduate,20.6,8,9,71.2
1400,Female,23,6.6,57.1,64.7,6,7.1,2.4,4.9,Yes,High,Graduate,24.2,3,9,56.5
1401,Female,18,5.3,93.2,88.2,20,5.9,2.0,5.9,No,High,Postgraduate,13.8,8,1,86.5
1402,Male,18,3.6,64.3,87.9,2,6.3,2.1,6.6,Yes,Medium,High School,17.3,1,8,40.6
1403,Female,21,3.6,69.5,90.7,6,8.0,2.6,1.1,Yes,Medium,Postgraduate,9.5,1,9,49.0
1404,Male,18,0.7,87.3,72.3,7,8.9,1.6,5.5,No,Medium,Postgraduate,18.7,6,5,47.7
1405,Male,21,3.6,56.2,59.0,5,4.8,3.4,4.0,Yes,High,Postgraduate,22.5,4,1,47.9
1406,Male,23,2.6,90.4,86.1,4,8.0,5.9,5.8,No,High,High School,12.2,2,8,49.5
1407,Female,19,3.3,83.8,76.8,3,6.0,5.5,4.3,Yes,Medium,High School,6.8,1,2,50.7
1408,Male,18,3.9,57.1,65.0,19,8.9,3.9,2.4,No,Low,Graduate,5.4,8,1,67.5
1409,Male,17,1.7,97.6,69.7,20,8.4,3.1,2.4,No,Low,Postgraduate,15.7,9,6,68.9
1410,Male,23,4.8,70.2,70.6,20,7.4,5.4,1.1,Yes,Low,Graduate,12.8,7,9,64.1
1411,Female,21,1.5,80.1,68.4,0,5.6,1.8,0.9,No,Low,Graduate,24.3,3,7,32.7
1412,Female,19,3.4,84.3,75.4,10,9.0,5.8,6.2,No,Low,Postgraduate,26.4,1,2,53.8
1413,Female,23,2.1,81.9,71.9,4,8.8,4.2,2.1,Yes,Low,Postgraduate,11.9,3,9,45.1
1414,Male,23,6.2,55.0,92.9,9,5.6,3.2,6.0,No,High,High School,21.3,5,1,72.1
1415,Male,22,6.6,90.5,84.1,8,7.6,7.8,6.2,No,Medium,High School,16.0,5,9,69.8
1416,Female,21,2.6,87.1,60.9,6,8.8,2.6,0.7,Yes,Low,Graduate,17.9,7,8,49.7
1417,Male,23,4.8,76.8,92.4,5,5.1,1.4,2.2,Yes,Low,Graduate,13.1,10,9,64.9
1418,Male,20,1.0,75.4,93.7,18,6.3,2.3,2.7,Yes,Medium,Postgraduate,22.3,10,10,65.3
1419,Male,21,7.0,73.0,67.4,15,6.5,2.3,6.5,Yes,Low,Postgraduate,28.5,7,1,78.5
1420,Male,23,6.6,95.3,86.2,3,6.0,5.2,5.3,Yes,Low,High School,27.0,10,2,77.1
1421,Male,17,2.7,57.2,96.7,14,8.7,2.0,4.5,No,High,Postgraduate,3.1,2,5,60.3
1422,Female,22,2.8,55.8,67.5,18,6.7,2.1,4.6,No,Medium,High School,22.5,9,8,54.8
1423,Female,20,5.5,86.4,53.7,0,6.0,7.8,4.7,Yes,High,Graduate,29.8,1,9,41.3
1424,Male,22,3.7,97.4,41.4,8,7.0,5.3,1.3,No,High,High School,26.5,10,9,58.2
1425,Female,19,1.1,84.6,50.5,0,6.5,3.9,1.2,No,Low,Graduate,8.2,9,7,37.8
1426,Female,18,7.5,77.1,42.6,5,5.9,7.8,4.8,Yes,Low,Graduate,15.2,8,10,58.0
1427,Female,18,2.0,62.6,66.3,11,4.8,3.9,5.4,Yes,High,Graduate,6.6,3,1,45.4
1428,Female,24,3.9,63.5,81.1,9,8.3,3.2,6.0,No,Low,Graduate,22.7,5,9,54.4
1429,Male,24,4.5,94.0,83.8,10,8.9,7.5,6.3,Yes,High,Postgraduate,25.7,8,7,66.8
1430,Female,17,7.8,59.0,78.8,5,8.4,5.2,1.0,Yes,High,Graduate,15.8,6,7,66.4
1431,Male,18,3.1,79.5,40.0,3,5.9,6.8,2.2,No,Low,Postgraduate,15.3,10,7,47.2
1432,Female,17,4.0,57.3,35.7,7,8.5,6.6,5.2,Yes,High,Postgraduate,16.8,6,5,40.4
1433,Female,21,1.8,91.2,36.5,6,7.1,3.8,1.5,Yes,High,Graduate,16.5,1,4,36.5
1434,Male,20,0.6,72.6,44.9,10,4.9,7.3,2.3,No,High,Graduate,4.8,7,10,31.0
1435,Female,17,0.9,63.5,97.1,9,5.7,1.1,6.4,Yes,Low,Postgraduate,21.8,1,7,42.2
1436,Male,23,5.0,82.7,69.1,20,8.5,3.0,1.9,No,Low,High School,10.7,2,4,73.0
1437,Male,21,2.6,70.2,38.0,5,8.1,2.7,4.8,No,High,Postgraduate,29.6,2,10,31.1
1438,Male,19,1.6,69.1,72.8,15,7.6,4.3,6.7,Yes,Low,Graduate,22.8,6,5,50.8
1439,Male,23,2.7,88.6,86.8,18,6.0,2.7,2.3,Yes,Low,Graduate,21.4,8,7,74.7
1440,Female,24,4.8,96.5,57.9,0,5.1,3.7,5.3,Yes,Low,Graduate,16.0,5,1,53.6
1441,Male,23,0.9,96.8,38.3,7,4.7,3.8,3.3,No,Low,Postgraduate,16.8,1,6,27.5
1442,Male,17,1.4,93.7,72.0,18,5.0,2.2,5.7,No,Medium,High School,21.0,4,1,57.5
1443,Male,17,6.3,75.7,58.4,14,7.6,3.6,6.1,No,Low,High School,26.0,10,3,81.0
1444,Female,21,4.0,96.3,94.7,9,7.5,2.8,2.3,No,Medium,High School,15.9,10,3,72.9
1445,Female,22,1.4,55.7,70.3,17,7.2,3.4,2.8,No,Medium,High School,26.1,4,5,54.1
1446,Female,18,5.0,85.9,44.4,15,7.3,1.4,5.0,No,Low,Graduate,16.7,7,1,66.3
1447,Male,22,0.7,55.5,63.3,20,5.2,4.0,6.5,No,Low,High School,11.9,1,3,41.5
1448,Female,17,2.0,55.2,62.8,20,8.8,4.0,5.8,No,Low,High School,8.4,6,7,47.7
1449,Female,24,1.1,66.0,55.6,14,7.1,1.4,2.9,Yes,Medium,Postgraduate,14.3,5,6,41.2
1450,Female,22,4.8,88.1,82.8,16,7.4,4.7,3.3,No,Low,Postgraduate,7.8,5,7,72.7
1451,Male,19,7.1,87.1,66.2,20,7.5,4.2,4.1,Yes,High,Postgraduate,14.9,1,6,78.4
1452,Female,23,4.1,87.9,69.1,7,8.3,6.6,1.2,No,Low,High School,6.5,3,3,54.2
1453,Male,19,6.6,86.1,73.0,15,5.5,5.8,1.9,No,Low,High School,24.6,7,5,77.6
1454,Male,20,7.5,95.3,64.0,19,8.4,5.6,2.2,No,High,High School,2.4,8,8,88.7
1455,Male,21,2.3,63.2,71.2,8,7.6,1.0,3.3,No,Low,High School,28.9,4,4,51.2
1456,Female,21,4.2,58.2,72.2,4,8.5,1.1,4.9,No,Low,Graduate,2.7,6,6,55.5
1457,Female,21,7.4,69.6,70.8,19,7.3,2.4,6.7,Yes,Low,Postgraduate,5.5,2,1,75.0
1458,Female,17,6.3,74.5,74.4,4,8.6,4.4,3.5,No,Medium,Graduate,22.2,4,4,69.1
1459,Female,19,0.7,91.1,35.2,17,6.1,2.7,5.7,No,Low,Postgraduate,24.9,6,10,37.6
1460,Female,19,5.3,90.6,53.7,1,5.1,4.5,0.6,No,Medium,Graduate,5.0,7,8,56.5
1461,Female,23,4.8,55.1,93.3,5,4.6,1.3,5.1,No,Medium,Postgraduate,3.1,4,9,55.6
1462,Female,18,4.8,67.0,72.5,20,7.1,1.7,6.5,No,High,Postgraduate,15.7,10,10,71.6
1463,Female,21,0.8,88.3,91.0,10,4.6,3.0,5.1,Yes,Low,High School,22.6,4,3,56.8
1464,Male,22,7.8,66.6,59.0,4,5.0,6.0,4.3,No,High,Graduate,7.6,9,2,74.4
1465,Female,24,0.6,86.5,46.5,14,6.5,5.9,6.5,No,Low,Postgraduate,5.7,3,3,46.4
1466,Female,17,3.5,75.7,66.8,15,4.8,4.6,3.8,No,High,Postgraduate,29.2,3,3,57.2
1467,Female,21,2.7,72.5,38.1,2,8.9,2.4,5.2,No,Low,Postgraduate,10.4,10,6,40.4
1468,Female,19,3.7,75.0,52.0,12,5.4,5.7,2.1,Yes,Medium,High School,2.5,1,10,48.1
1469,Female,23,4.6,80.8,43.9,2,6.2,1.9,1.1,No,Medium,Graduate,20.3,6,6,52.6
1470,Female,17,4.4,72.9,55.7,11,8.5,3.5,6.9,Yes,Low,Graduate,16.2,3,5,52.9
